Reaction Date,Reaction Type,Parent Type,Parent ID
"Oct 6, 2024, 8:32:50 PM",Kudos,Activity,12590210933
"Oct 13, 2024, 5:32:13 PM",Kudos,Activity,12647671760
"Oct 14, 2024, 9:25:55 PM",Kudos,Activity,12655789232
"Nov 2, 2024, 5:10:48 PM",Kudos,Activity,12806239672
