XOMS,LOCAL LEGENDS,GOALS MET,CHALLENGES COMPLETED,TOP 10 TIMES,BEST EFFORTS,PRS,Segment ID,Segment Name,Elapsed Time,Start Date
0,0,0,0,1,26,33,12807562,Piste Chaban-Delmas,83,"Oct 14, 2024, 8:12:50 PM"
